text,category
"트럼프 ""이란이 내 암살 시도하면 철저히 몰살·파괴"" 트럼프 대통령은 이란이 자신에 대한 암살을 시도할 경우 이란 전역을 완전히 파괴하겠다고 경고했다. 미국 대통령은 이미 1천기의 미사일을 이란을 겨냥해 장전했고, 수천기가 즉시 뒤따를 것이라고 말했다. 트럼프 대통령은 이란과의 휴전 종료를 공식 선언하고, 호르무즈 해협에서의 상선 공격과 미국의 보복 공습이 이어질 위기에 처했다.",사회/세계
"트럼프 “나 암살 시도하면 초토화”…이란 “항복 없다” 트럼프 미국 대통령이 이란과의 휴전을 끝내고, 이란 전역을 초토화할 것이라 경고했습니다. 이란은 대화를 계속하자고 요청해 동의했지만, 휴전이 끝났음을 분명하게 전달했다고 밝혔습니다. 미국과 이란의 추가 협상이 열릴 거라고 미국 현지 언론이 보도했지만, 이란이 최근 핵 시설을 복구한 정황까지 미국 언론에 공개되면서 추가 협상이 열려도 동력을 얻기는 어려운 상황입니다.",사회/세계
"李대통령 ""2030년까지 세종학당 확대…해외 한국어반 늘릴 것"" 한국어 교육자 550여명이 서울에서 모여 '2026 세계 한국어 교육자 통합연수'를 열었다. 이 대통령은 축사에서 한국어를 배운다는 것은 우리나라를 더 깊이 이해해 가는 과정이라며, 각국에서 증가하는 한국어 학습 수요에 대응하기 위해 지원을 확대하겠다고 말했다. 이 대통령은 2030년까지 전 세계 세종학당을 대폭 늘리고, 각국 정부와 협력해 해외 초·중등학교 내 한국어반을 늘려가겠다고 밝혔다. 한국어 교육자들은 개회 기념 퍼포먼스와 축하공연에 이어 진행된 장대익 가천대 석좌교수의 기조강연에 참여하고, 각 기관 특성에 맞춰 3∼4일간의 심화 연수가 진행된다.",정치
다시 닫히는 호르무즈…한국 선박 2척 발 묶이나 이란이 호르무즈 해협을 다시 봉쇄하겠다고 선언하면서 한국 선박 2척의 출항 전망도 불투명해졌다. 한국 선박 2척은 수리에 들어간 HMM 나무호를 포함하여 현재 호르무즈 해협 안쪽에 잔류 중이다. 정부는 미국과 이란의 종전 합의 이후에도 호르무즈 해협의 위험이 가시지 않았다고 보고 국내 선사들에 대해 선박을 해협 안쪽으로 들여보내지 않도록 권고했다.,사회/세계
"산단공, 2026년 재난관리평가서 최고 등급 '우수' 달성 한국산업단지공단은 행정안전부가 주관하는 '2026년 재난관리평가'에서 최고 등급인 '우수' 등급을 획득했다. 산단공은 안전관리군 공공기관으로서 기관장의 재난상황 대응역량, 실제 재난·사고 예방 및 대응 사례, 재난관리 조직·인력 운영의 적절성을 우수하게 평가받았다. 이번 평가 결과를 바탕으로 산업단지별 재난취약요인에 대한 사전점검을 강화하고, 계절별 재난위험에 대비한 현장 중심의 안전관리 활동을 확대해 나갈 계획이다.",사회/세계
백신·치료제 없는데…환자 한 달 새 '3배' 급증하자 비상 수족구병이 여름철에 비상하여 1달새 3배 가까이 늘었다. 영유아에게 주로 발생하고 발열과 함께 물집이나 발진이 생기는 질병이다. 개인 위생을 철저히 하는 것이 가장 중요하며 백신이나 치료제가 없는 만큼 외출 뒤 식사 전후 비누로 30초 이상 손을 씻는 등 필요한 조치를 취해야 한다.,라이프
"음성군, 하반기 송아지 구제역 백신 접종 세광고등학교가 72년 만에 청룡기 전국고교야구선수권대회 우승을 차지했다. 충북은 당분간 후텁지근한 무더위가 이어질 전망으로 폭염경보를 발효 중이다. 청주시는 1조원 수준의 법인지방소득세를 확보할 가능성이 충분하다고 내다봤다.",사회/세계
"""백신 위탁생산 협력""…GC녹십자·한국백신 '맞손' GC녹십자와 한국백신이 백신 위탁생산(CMO) 사업 협력을 위한 업무협약(MOU)을 체결했다. 양사는 백신 프리필드시린지(PFS) CMO 사업 전반에 걸쳐 포괄적인 협력 관계를 이어갈 방침이다. GC녹십자는 안정적인 제조·공급망을 구축하여 국내외 시장의 공급망 리스크를 분산해 시장 변동성에 능동적으로 대처할 수 있다.",IT/과학
"'재명아' 또 꺼낸 장동혁…박지원 ""이 정도면 패륜"" 국민의힘 대표 장동혁이 이재명 대통령을 향해 다시 반말이 적힌 손팻말을 들고 시위에 나선 데 정치권에서 비판이 쏟아졌다. 장동혁 대표는 취임 이후 공식 석상에서도 이재명 대통령을 '이재명'이라고 지칭하며 대통령 호칭을 생략한 바 있다. 박지원 더불어민주당 의원은 장동혁 대표의 패악질 언어를 비판하고, 정치 언어는 아니더라도 최소한 보통 언어라도 사용하라며 촉구했다.",정치
"장동혁 “재명아, 봤지?” 또 반말…박지원 “인격 파탄자” 장동혁 국민의힘 대표가 이재명 대통령을 향한 막말 팻말을 들고 시위에 나선 것이 정치권 안팎에서 비난이 쏟아졌다. 박지원 더불어민주당 의원은 '패륜'이라고 비판하며, '입과 인격 파탄자'라고 지적했다. 국민의힘 내부에서도 비판이 나왔으며, 윤희석 전 대변인은 '부적절하다'며 '멸칭'이라고 생각한다고 말했다.",정치
"장동혁 ""선거카르텔 해체하려면 국민특검 해야"" 장동혁 국민의힘 대표가 이재명 대통령과 민주당, 중앙선거관리위원회를 '선거 카르텔'로 규정하고 이를 해체하려면 '국민 특검'이 필요하다고 주장했습니다. 민주당은 이제 와서 특검을 받겠다고 하면서도 제3자 추천 특검이 공정하다고 고집한다며, 중앙선관위 직무대행이 이재명 대통령 사법연수 시절 밥친구였던 위철환이라며 '사실상 이재명 대통령이 선관위를 장악하고 있는 거나 마찬가지'라고 말했습니다. 국민 특검을 도입해야한다고 주장하며, 선거제도가 무너져 가는 것은 민주주의 파괴의 위기 직전에 우리가 지금 몰려 있다는 것이라며, 민주당은 선관위의 단순 선거 사무실수 정도로 이 사태를 마무리하고 싶어하는 것 같다.",정치
"죄수복 입은 트럼프 이마에 총구 조준…이란 ‘충격 살생부’ 정체 함샤흐리 신문이 이란의 최고지도자 아야톨라 알리 하메네이의 살해 보복 대상으로 도널드 트럼프 미국 대통령과 베냐민 네타냐후 이스라엘 총리를 포함한 13명의 외국 정상들의 사진을 공개했다. 모즈타바 하메네이는 성명에서 '복수는 우리 민족의 의지이며 반드시 실행돼야 한다'며 이란의 표적이 된 인물들의 명단을 작성했다. 트럼프 대통령과 네타냐후 총리가 가장 주요 대상으로 포함됐으며, 주황색 죄수복을 입은 이들의 얼굴에는 과녁 이미지가 그려졌다.",사회/세계
"자는 동안 ‘뇌 청소’ 보였다…이마에 붙이는 웨어러블 개발 [노화설계... 한국의 분당서울대병원 신경과 윤창호 교수 연구팀이 개발한 무선 웨어러블 센서를 통해 뇌의 노폐물 배출 과정을 실시간으로 모니터링할 수 있는 그래픽을 시각화했다. 연구팀은 조지아공과대 여운홍 교수와 공동으로 수면 중 뇌의 수분 변화를 연속 측정할 수 있는 무선 웨어러블 장비를 개발했으며, 건강한 성인 4명을 대상으로 가정에서 모두 16차례 야간 측정을 실시했다. 이번 연구 결과는 국제학술지 ‘Science Advances’에 게재됐으며, 실제 의료 현장에서 활용되기 위해서는 더 많은 대상자를 대상으로 한 후속 연구와 검증이 필요하다.",IT/과학
자는 동안 뇌 노폐물 청소…이마에 붙이는 웨어러블 장비 치매·수면장애·인지 저하 연구에 활용 기대뇌 수분 변화수면 중 관찰MRI 장비없이집에서도 측정윤창호 분당서울대병원 신경과 교수 연구팀이 개발한 무선 근적외선분광(NIRS) 웨어러블 장치. 연구팀은 이마에 부착해 수면 중 뇌의 수분 변화를 측정하는 무선 웨어러블 장비를 개발했다고 10일 밝혔다. 수면 중에는 뇌척수액이 뇌 조직 사이를 흐르며 아밀로이드 베타 등 노폐물을 제거하는 아교림프계가 활발히 작동한다. 연구팀은 이를 해결하기 위해 근적외선분광(NIRS) 기술을 적용한 무선 웨어러블 장비를 개발했다. 피부에 부드럽게 밀착되는 유연한 전자회로를 적용해 수면을 방해하지 않으면서 밤새 안정적으로 측정할 수 있도록 설계됐다.,IT/과학
"법사위 법안소위, 국힘 불참 속 형사소송법 개정안 심사…""오는 15일 추... 국민의힘 의원들이 불참한 가운데 국회 법제사법위원회가 형사소송법 개정안 3건에 대한 병합심사를 진행했다. 김승원 소위원장은 '형사사법 체계를 바꾸는 큰 일'에 함께 해주길 촉구하고, 다음 회의에서는 법무부·경찰청·고위공직자범죄수사처 책임자를 불러 의견을 청취하기로 했다. 김 의원은 '국민 기본권 보호 관점에서 가장 효율적이고 억울함이 없는 형사 사법 체계 전반을 다 검토하고 있다'며, 수사·영장·기소단계에서 외부 통제가 적절하게 역할을 할 수 있는 그런 방법까지 다 포함해서 논의하고 있다.",정치
"李대통령 긍정평가 48.9%, 3주 만에 '역전'…민주 44.8%·국힘 38.1% 이재명 대통령의 국정수행 긍정평가는 48.9%로 전주 대비 1.9%포인트 상승했고, 부정평가는 47.7%로 전주 대비 1.5포인트 하락했다. 더불어민주당이 상승하고, 국민의힘이 하락하면서 양당 간 격차가 더 벌어졌다. 리얼미터는 '나토 정상회의 참석과 연쇄 정상회담을 통해 한-나토 방위산업 파트너십을 격상하고 K-방산 수출 확대의 발판을 마련하는 등 가시적인 외교·안보 성과를 거둔 점이 지지율 상승을 견인한 요인으로 풀이된다'고 밝혔다.",정치
"국힘 PK 지지율 20.6%p 폭락... 민주당 지자체장 활약 탓? 민주당 44.8%, 국민의힘 38.1%로 양당 격차 6.7%p, 부산·울산·경남(PK) 및 고령층 이탈 뚜렷. 국민의힘 지지율이 20%p 이상 폭락하는 뼈아픈 성적표를 받아 들었습니다. 민주당은 1.8%p 상승한 44.8%로 집계되며, 양당 간 격차는 6.7%p로 4주 만에 다시 오차범위 밖으로 벌어졌습니다.",정치
정청래 “최악의 자기정치는 탈당·무소속 출마” 김민석에 반격 전 더불어민주당 대표가 '자기정치' 비판에 정면으로 반박해 당의 승리를 위해 뛰었다. 김민석·송영길과 당권 신경전 속에서 '자기정치' 공방이 확산되고 있다. 당권 경쟁은 선거 룰 논쟁과도 맞물려 있어 선호투표제 도입 여부를 두고 친청계와 다른 주자들 사이의 신경전이 이어지고 있다.,정치
"정청래, ‘자기정치’ 비판에 “탈당·무소속 출마가 최악의 구태정치”... 더불어민주당 8·17 전당대회를 앞두고 당권 주자들 간의 신경전이 최고조에 달하고 있다. 정청래 전 대표가 김민석 전 국무총리를 향해 '자기 정치의 폐해'를 지적하며, 선호투표제 도입을 지지하는 친명계 인사들의 공세를 비판했다. 민주당 지도부는 당권 주자 간의 갈등이 격화됨에 따라 이날 오후 비공개 최고위원회를 재소집해 선호투표제 도입 여부를 재논의할 예정이다.",정치
"안규백 병적 공개 거부에...무소속 한동훈, “혹시 ‘탈영보다 더 심한... 한동훈 의원은 안규백 국방부 장관의 병적기록 비공개 논란을 두고 '탈영보다 더 심한 내용'이 적혀 있는 것이냐며 공개를 촉구했다. 안장관이 탈영 의혹을 받고도 설명하지 못하고 버티는 것에 대해 한 의원은 '국민은 이해당사자인 안규백 씨의 말보다 공적 기록인 병적기록을 믿는다'고 주장했다. 한 의원은 병적기록 공개를 요구하며 '혹시 ‘탈영보다 더 심한 내용’인 것입니까'라는 질문을 되풀이했다.",정치
"中 강타한 태풍 바비, 240만명 대피…대만서는 부상자 134명 발생 중국 제9호 태풍 '바비'가 강타해 최소 240만 명 이상이 대피한 것으로 나타났다. 태풍은 점차 세력이 약화할 것으로 예상되지만, 중국 동부 지역에는 폭우가 이어질 것으로 전망됐다. 폭우로 인한 산사태와 침수 등 2차 피해 우려도 커지고 있으며, 대만에서도 부상자 백여 명과 3000건이 넘는 재해가 보고된 것으로 나타났다.",사회/세계
"이스타항공 8~10월 일본·대만 노선 확대…9~10월 제주 노선 증편 이스타항공이 8~10월 일본·대만 노선과 김포-제주 노선을 증편해 총 434편을 투입하고 약 8만 2000석을 공급할 계획입니다. 도쿄 노선은 매일 왕복 4~5회, 후쿠오카 노선은 왕복 4회 운항하게 되며, 부산-후쿠오카·타이베이 노선은 매일 2~3회 왕복 운항합니다. 이스타항공 관계자는 성수기 수요 증가에 대응하기 위해 제주 노선과 일본, 대만 등 단거리 노선 중심으로 항공편을 추가 편성했다고 밝혔다.",사회/세계
"태풍 '바비' 중국 상륙, 200만명 대피…대만 113명 부상 태풍 '바비'가 중국 동부 해안에 상륙하여 약 200만명의 주민이 대피하고, 대만에서는 100여명의 부상자가 발생했다. 태풍의 영향으로 중국 일부 지역에는 강한 비가 이어질 것으로 예보됐으며, 대만에서는 1만4000명이 대피하고 항공편 수백편이 취소됐다. 태풍 '바비'는 북서쪽으로 이동하면서 점차 세력이 약화될 것으로 보이나, 중국 일부 지역에는 오는 15일까지 강한 비가 이어질 것으로 예보됐다.",사회/세계
"일면식도 없는 여성에 '성범죄' 시도…수원서 20대男 현행범 체포 20대 남성이 술에 취해 외국인 여성에게 성범죄를 저지르려 한 혐의로 경찰에 검거됐다. 경찰은 현장에서 피의자를 현행범으로 체포하고, 조사 결과 A씨와 B씨는 서로 모르는 사이로 밝혀졌다. 경찰 관계자는 향후 적용 혐의도 달라질 것이라고 밝혔다.",사회/세계
"동아제약, '2026 박카스배 SBS GOLF 전국시도학생골프팀선수권대회' 성료 동아제약은 '2026 박카스배 SBS GOLF 전국시도학생골프팀선수권대회'가 성황리에 마무리했다. 이번 대회는 국내 초·중·고등학교 재학생 230여명의 선수가 참가해 12세 이하부, 15세 이하부, 18세 이하부로 나뉘어 진행됐다. 18세 이하 남자 개인전 우승자인 유민혁 선수는 동아쏘시오그룹이 개최하는 KPGA 투어 더채리티 클래식 2026 출전권이 부상으로 주어진다.",문화/트렌드
무장단체 ISIS 충성맹세…조직가입시도 대학생 구속기소 청주지검은 대학생 A씨를 테러방지법 위반 혐의로 구속 기소했다. A씨는 2024년 11월부터 올해 2월까지 ISIS 조직 관계자가 운영하는 온라인 사이트에 접속하고 가입을 시도한 혐의를 받고 있다. 경찰은 A씨가 조직에 충성을 맹세하는 서약을 한 정황을 포착하여 공범 여부를 파악했다.,사회/세계
"'참교육' 현실됐다…경기교육감 직속 '교권보호단' 뜬다 안민석 경기도교육감이 교권보호단을 출범하여 교사 3주기 추모 주간을 앞두고 교권침해와 아동학대 피신고를 개별 부서에 맡기지 않고 직접 챙길 계획이다. 교권보호 119팀은 공모로 뽑는 교권보호전담관 50명이 교권침해 사안 접수부터 종료까지 1대1로 책임진다. 통합 법률지원팀은 교권전담변호사가 현장 조사와 법률 자문, 소송 지원을 맡아 교권보호 119팀과 손발을 맞춘다.",사회/세계
"경기교육청, 교권보호단 출범…전담관 50명 공모 안민석 경기도교육감은 교권보호단을 출범시키고, 교권침해 피해 교사들을 보호하기 위해 전수조사를 추진한다. 교권보호단은 교육감 직속 대응기구로 교권 침해 중대 사안과 교육활동 보호 정책을 지휘하는 단체다. 도교육청은 13∼19일 일주일간 서이초 교사 추모 기간과 교육활동 회복 주간을 운영하고, 악성 민원 피해 전수조사를 벌여 방학 중에 이 민원들을 최대한 다 해결해보겠다.",사회/세계
"사내 스토킹 신고당한 뒤 근무지 변경…법원 ""정당한 보호조치"" 서울행정법원은 코레일 직원의 스토킹 신고에 대한 조치가 적법하다고 판결했다. 직원 A씨는 부당 인사발령 구제 신청을 냈지만 법원은 이를 기각판결로 받았다. 법원은 스토킹 방지법에 따라 피해자의 의사, 보호 필요성 등을 고려해 조치를 취할 수 있다고 판시했다.",사회/세계
"'김부장' 윤경호, 묵언수행 중 결국 입 열었다..""5분씩 늘어나""[컬투쇼] 한국어 뉴스 요약 전문가가 제공하는 서비스는 AI 자동 인식으로 검색 링크를 제공합니다. 언론사 페이지로 이동해 볼 수 있는 기사의 섹션 정보는 해당 언론사의 분류를 따릅니다. 개별 기사의 제보하기는 오분류 제보하기를 통해 가능합니다.",IT/과학
"윤경호, '컬투쇼'서 묵언수행…화이트 보드+O·X 카드로 소통 윤경호가 '두시탈출 컬투쇼'에 출연해 묵언수행 중인 상태를 드러냈다. 윤경호는 카드를 들고 DJ들의 질문에 답하며 대화를 주고 받았다. 주상욱은 윤경호의 묵언수행을 농담으로 표현해 모두를 폭소케 했다.",문화/트렌드
"윤경호 '김부장' 공약 13시간 묵언수행 시작…'컬투쇼' 어떡하나 한국어 뉴스 요약 전문가가 제공하는 본문 분석 결과입니다. 본문은 언론사의 분류를 따르며, 각 기사에 대한 섹션 정보를 제공합니다. 해당 언론사는 선정하여 언론사 페이지로 이동할 수 있습니다.",정치
"독일인들이 한국을 동경하게 만든 남자 이의경(이미륵)은 1927년 세계피압박민족결의대회 참가자로 활동하고, 1928년 박사 학위를 취득하여 생물학 분야에서 두 번째 이학박사였다. 그는 문예지 <디 다메>에 첫 단편소설을 발표하고, 독일인들에게 서예를 가르치기도 하였다. 이미륵은 1931년 미국에서는 강용흘이 영문소설 <초당>을 발표해 각광받았다. 1934년 구겐하임 창작기금을 받아 2년 가까이 유럽을 여행하며 후속작을 집필할 때 독일에 들러 이미륵과 만나 문학적 영감을 주고받았다. 이의경(이미륵)은 3·1 운동에 뛰어들었다가 독립운동에도 투신하지만 학문을 향한 열정이 앞서 독일로 유학한다. <압록강은 흐른다>는 그가 독일에 도착하는 것으로 마무리 된다.",문화/트렌드
"‘한국 생물학 개척’ 조완규 초대 과기한림원장 98세 일기로 별세 조완규 원장은 생물학자로서 우리나라생물학 분야를 개척한 선구자로, 과학기술 발전에 평생을 바쳤다. 고인은 36년간 배출한 50여 명의 제자들이 고인의 호를 딴 ‘설랑(雪浪) 문하생’으로 불리며 학계의 발생학 연구를 주도하고 있다. 고인의 장례는 그가 대한민국 과학기술계에 남긴 업적을 기려 ‘한국과학기술한림원장(葬)’으로 엄수된다.",IT/과학|문화/트렌드|사회/세계
"“한국, 이러다간 9월 진짜 문제 터진다”…기름줄 다시 흔들리는 상황 정부는 호르무즈 해협 긴장 재고조정부 “원유 단기수급 문제없다” 업계는 9월 이후 조달비용 변수. 호르무즈 해협을 둘러싼 긴장이 다시 고조되자 국내 정유업계도 원유 수급 상황을 예의주시하고 있다. 국제유가도 다시 상승 압력을 받고 있어 국내 정유사들이 주로 들여오는 두바이유는 이달 초 배럴당 63달러 수준까지 내려갔지만 중동 긴장이 다시 고조되면서 70달러 선을 넘어섰다.",경제|사회/세계
"""소아과는 의학의 '국영수'""…백신학자가 말한 의료의 역할 [명의열전] 김동현 인하대병원 소아청소년과 교수는 필수의료 인력난이 장기화되는 구조적 문제로 바라보고 있다. 소아청소년과가 다시 선택받는 진료과가 될 것이라는 기대도 하지 않는다고 했다. 백신학자이자 의과대학 교수로서 정책의 근거를 만들고, 학생들을 잘 가르치는 것이 한 명의 백신학자이자 의과대학 교수로서 가장 먼저 해야 할 일이라고 생각한다.",사회/세계
"휴가철 앞두고 A형간염·백일해 주의보…""백신 접종이 최선"" A형간염과 백일해가 대인 접촉이 잦아지는 여름철 확산 위험이 커지기 때문에 선제적 대비가 필요하다. 20~40대 성인은 항체 보유율이 낮아 고위험군으로 분류되며, 백일해는 10년마다 추가 접종이 필요하다. 백신 접종이 감염 위험을 크게 낮출 수 있으며, 예방 중심 관리가 핵심인 만큼 발병 후 치료보다 선제적 예방이 가장 확실하고 현명한 건강 관리법이다.",라이프
[위키만평] 국민의힘의 백신 프로그램 안철수 국민의힘 의원은 한동훈 무소속 의원의 국민의힘 복당에 공개적으로 반대 입장을 밝혔다. 안 의원은 12일 국회에서 기자회견을 열고 '한 의원은 이제 우리 당에는 얼씬도 하지 말기 바란다'며 복당을 단호히 반대한다고 말했다. 국민의힘 내부에서는 한 의원의 복당 여부가 향후 당 지도체제와 보수 재편 논의의 주요 변수로 떠오르고 있다.,정치
"""하루 한갑이상 담배""…20·30 지방간 위험 1.5배↑ 한국 성인의 20%가 흡연을 시작하며, 이에 따라 지방간 발생 위험이 41% 증가하는 것으로 나타났다. 흡연 기간이 10~19년군에서는 여성의 경우 지방간 지수 60 이상 구간에 해당할 위험이 55%로 남성보다 더 큰 폭으로 상승했다. 연구팀은 흡연이 인슐린 저항성을 악화시키고, 지질대사를 교란시켜 간 내 지방 축적을 촉진할 수 있다고 설명했다.",사회/세계
"이 대통령 ""추가세수는 미래대응기금…청년·지방에 투자"" 이재명 대통령은 대규모 추가세수를 미래 대응을 위한 전략 투자 재원으로 활용하겠다고 밝혔다. 이 대통령은 반도체 대호황에 힘입어 전례 없는 추가세수 발생이 예측된다며 4대 분야에 집중 투자하겠다고 강조했다. 이 대통령은 정부 역량을 총동원해 기업의 시간표대로 제대로 이루어질 수 있도록 지원하고, 대한민국의 새로운 성장 거점을 만들어 낼 것이라고 말했다.",정치|경제
낮 최고 37도 찜통더위에 열대야까지…중부지방·전북엔 소나기 서울 한낮 기온이 35도까지 오르며 무더운 날씨를 보인다. 월요일인 13일은 전국이 매우 무덥고 열대야가 나타나는 곳이 많겠다. 제주도 해안과 남해안에는 너울과 높은 물결이 예상된다.,라이프
"""이재명 대통령 살해하겠다"" 협박글 20대 검거…조만간 檢송치 이재명 대통령을 살해하겠다는 글을 올린 20대 남성이 경찰에 붙잡혔다. 배재고등학교 야구부원에 대한 모욕 혐의 진정 사건은 당사자 간 화해로 '공소권 없음' 종결될 예정이다. 서울경찰청 사이버수사대는 한동훈 의원의 당원게시판 명예훼손 의혹과 관련해 국민의힘 홍보국 직원을 조사했다.",정치
"'李대통령 살해 협박' 20대 특정…경찰 ""조만간 송치"" 20대 남성이 SNS에 대통령 살해 협박 글을 올린 혐의로 검찰에 넘겨질 예정이다. 서울경찰청은 피의자를 특정해 검거하고 조사를 마쳤으며 조만간 송치할 예정이라고 밝혔다. A씨는 경찰 조사에서 '정치 상황이 자신의 뜻과 다르게 흘러가는 데 화가 나 홧김에 글을 올렸다'는 취지로 진술한 것으로 전해졌다.",사회/세계|정치
이 대통령 국정수행 긍정 평가 48.9%…2주 연속 상승 이재명 대통령의 국정수행에 대한 긍정 평가가 1.9%포인트 상승한 48.9%로 집계됐다. 더불어민주당은 국민의힘을 오차범위 밖에서 앞선 것으로 나타났다. 나토 정상회의 참석과 연쇄 정상회담이 이재명 대통령의 국정수행 지지율 상승을 견인한 요인으로 풀이된다.,정치
[그래픽] 이재명 대통령 국정수행 평가 이재명 대통령의 국정수행에 대한 긍정 평가는 48.9%로 전주 대비 1.9%포인트 상승했다. 부정평가는 47.7%로 전주 대비 1.5포인트 하락했다. 전국 18세 이상 2515명을 대상으로 조사한 결과를 통해 이재명 대통령의 국정수행 평가가 변화하는 방향을 확인할 수 있다.,정치
"투머치토커 윤경호, 13시간 묵언수행 시작…침묵도 시끄럽네 한국어 뉴스 요약 전문가가 제공하는 본문 분석 결과입니다. 본문은 검색 링크와 언론사 페이지를 포함하여 제공됩니다. 언론사 페이지로 이동하면 해당 기사의 섹션 정보를 확인할 수 있습니다.",라이프
"윤경호, '13시간 묵언수행' 시작...라디오·팬사인회 고비 한국어 뉴스 요약 전문가가 제공하는 본문 분석 결과입니다. 본문은 언론사 페이지에서 제공되는 검색 링크를 포함하여 AI 자동 인식으로 제공됩니다. 해당 언론사는 분류를 따르며 각 기사의 섹션 정보를 제공합니다.",문화/트렌드
“왜 서울시장만 한복 입었나” 청계천 준공식서 盧 뿔난 이유 노무현 대통령이 청계천 준공식을 참석하여 역사적 순간을 축하했다. 이명박 시장은 청계천 복원 사업을 추진하고 노무현 대통령의 지원을 약속받아 큰 힘이 됐다. 청계천 복원은 서울의 역사를 바꾸는 상징적 계기가 될 것임을 기념식장에서 축하했다.,정치
"석촌호수 헤엄치고 123층 질주…철인왕은 누구? [청계천 옆 사진관] 2026 롯데 아쿠아슬론이 열렸으며, 5회째를 맞은 이 대회는 철인 3종 경기에서 자전거를 빼고 수영과 스카이런으로만 진행되는 이색 스포츠 대회였다. 올해는 역대 최대인 1000여 명이 참가했으며, 남자 42분 59초, 여자 46분 58초의 최고 기록을 경신했다. 롯데와 송파구청은 수질 개선 사업을 진행해 왔으며, 이번 대회에서는 수질 개선 시연도 열렸다.",문화/트렌드
"청계천 1인사업장 사장님서 1000만불 수출탑 수상자로 황창순 코넥스협회장은 40년 이상 경력의 기업인으로, 자동차 부품 제조를 주력으로 하며 다양한 시도와 성장을 거듭해왔다. 황 회장은 태양3C 대표이사로 초정밀 케이블 가공 기술을 기반으로 초소형 카메라를 적용한 일회용 내시경 케이블 어셈블리 및 시스템을 개발하고 있다. 황 회장은 코넥스협회장으로서 '스타기업'을 발굴해 시장 활성화를 도모하며, 해외 시장 경쟁력 강화 경영에 포커스를 맞추고 있다.",경제
"청약통장 없이 선점…'청계 노르웨이숲' 무순위 줍줍, 분양가는? 서울특별시 중구 황학동에 있는 청계 노르웨이숲 아파트가 13일과 14일 무순위 사후 공급 청약 접수를 진행한다. 청약 자격은 전국에 거주하는 무주택세대구성원인 성년자에게 주어지며 외국인은 주민등록법상 세대원으로 인정되지 않아 청약이 불가능하다. 당첨자 발표는 20일 오전 8시에 청약홈 시스템을 통해 확인할 수 있으며, 계약금은 1차 계약 시 2000만 원을 정액으로 납부한 뒤 나머지 2차 계약금을 입금하는 형태다.",경제
"코스피 장중 8%대로 폭락…서킷브레이커 발동 코스피가 8% 이상 급락하여 서킷브레이커가 발동해 거래를 일시 중단했습니다. 이로 인해 유가증권시장에 상장된 모든 종목의 거래도 일시 중단되었습니다. 코스피는 전 거래일보다 약 7.96% 급락한 6,880.97을 나타냈습니다.",경제
"코스피 8%대 급락, 장중 7,000선 무너져…서킷브레이커 발동(종합) 코스피가 6% 넘게 급락해 7,000선을 내줬으며, 삼성전자와 SK하이닉스가 각각 9%와 13% 급락했다. 서킷브레이커가 발동돼 매매가 20분간 중단됐으며, 외국인 순매도 규모가 2조2천483억원으로 커졌다. 반도체 '투톱' 급락이 지수 하락에 큰 영향을 주는 것으로 보이며, 코스닥지수도 전장보다 36포인트 내린 801.43으로 위협받고 있다.",경제
"[속보] 코스피, 낙폭 8%대로 확대…서킷브레이커 발동 13일 코스피가 6% 넘게 급락해 7,000선을 내줬다. 서킷브레이커가 발동됐으며, 이날 오후 1시 28분 32초를 기준으로 시작했다. 이번은 유가증권시장에서 서킷브레이커가 7번째로 발동된 경우로, 2단계 이상 발동 사례는 없다.",경제
"코스피 8%↓ 6900선도 붕괴…서킷 브레이커 발동 코스피가 6% 넘게 급락해 7,000선을 내줬다. 유가증권시장에서 서킷브레이커가 발동됐으며, 코스피는 8% 넘게 급락한 6880.97선을 가리키고 있었다. 코스닥 지수도 4.37% 하락한 800.81을 가리키며 800선 붕괴를 눈앞에 뒀다.",경제
"코스피 7천선 무너져…8% 폭락, 서킷 브레이커 발동 13일 코스피가 8% 넘게 급락하여 장중 7,000선을 내어준 데 이어 일시적으로 매매가 중단되는 서킷브레이커까지 발동됐다. 코스피는 13일 오후 1시30분 기준 전 거래일 대비 7.96% 떨어진 6880.97을 기록하고 있다. 이번은 코스피가 장중 7000선 밑으로 떨어진 것은 지난 5월4일 이후 두달여 만이다.",경제
"시리아 의회, 아사드 정권 붕괴 1년7개월 만에 개원 시리아 의회가 바샤르 알 아사드 정권 붕괴 1년 7개월 만에 임시 개원했다. 시리아 정부는 2024년 12월 아사드 정권을 축출하면서 기존 의회를 해산하고 5년간 적용되는 임시 헌법 선언을 채택했다. 의회는 헌법 제정위원회를 구성해 헌法을 만든 뒤 정식 총선을 실시할 때까지 입법권을 행사한다.",사회/세계
"천안시, 도심 속 초록 주치의 '반려식물병원' 개원 천안시농업기술센터가 운영하는 '반려식물병원'이 개원하여 시민들이 식물을 키우는 어려움을 해결하고 일상 속 도시농업을 활성화할 계획이다. 병든 식물의 진단과 치료, 맞춤형 관리 상담을 제공하는 반려식물병원은 시민들에게 다양한 교육·체험 프로그램을 진행할 예정이다. 장기수 시장은 '반려식물병원'을 새로운 복지서비스의 첫걸음으로 보고, 생명이 살아 숨 쉬는 푸른 천안, 사람과 자연이 함께 행복한 도시를 만들기 위해 지원할 것이라고 말했다.",라이프
